artist,artist_id,artist_pop,artist_genres,album,album_id,track_name,track_id,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist,user,artists_song
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation: March 2023,6Ngp5vLfQgZly5bLLihe82,Punchline,3ku8pY89pNpD7aPHb7yNEw,15.0,0.579,0.263,8.0,-11.222,0.0,0.0272,0.832,0.000294,0.102,0.227,60.008,272064.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsPunchline
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation: March 2023,6Ngp5vLfQgZly5bLLihe82,"Focus, in Frame",6xLeCF0zD3YmOpQ1Mu2h7K,15.0,0.394,0.529,3.0,-8.179,1.0,0.0385,0.585,0.0011,0.123,0.534,162.083,236568.0,3.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,"Various ArtistsFocus, in Frame"
Portair,5eNDu0xRakAeO0Za8pRIuG,49.0,[unknown],Life We've Built,5kxKNgs6U71Oj9asgDLzvH,Life We've Built,0vyc9xaz0TaDicl4F2AuQQ,39.0,0.41,0.299,2.0,-12.212,1.0,0.0331,0.817,0.00829,0.115,0.346,153.211,229412.0,3.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,PortairLife We've Built
CHPTRS,3BWtALtalPxptLllZwZ4QI,44.0,[unknown],All of Our Tomorrows,0adDZL84EfyOrkW6z2GHCo,All of Our Tomorrows,5pgQ9Ka4xupei6NRdZYiIl,32.0,0.586,0.541,7.0,-10.791,1.0,0.0326,0.165,0.00284,0.0971,0.179,87.977,245316.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,CHPTRSAll of Our Tomorrows
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation: March 2023,6Ngp5vLfQgZly5bLLihe82,Obliviamos,7bekLarpeFwE2De4DmlfS4,15.0,0.583,0.82,11.0,-5.148,0.0,0.0488,0.104,0.0,0.264,0.718,80.024,138382.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsObliviamos
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation: March 2023,6Ngp5vLfQgZly5bLLihe82,Earhart,66adxycQyWp8ebehwOuaLw,15.0,0.463,0.506,11.0,-9.749,1.0,0.038,0.699,0.0,0.125,0.381,81.99,205139.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsEarhart
Adrea Castiano,5WEPLAC6tsBAWTN708UAlO,22.0,[unknown],A Thousand Cuts,6ArbThBUEQwgS8DUNR2lyA,A Thousand Cuts,3nIjBkR0TldADx28VEjTKG,15.0,0.637,0.674,11.0,-7.941,1.0,0.0403,0.517,0.0,0.0893,0.745,132.027,226267.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Adrea CastianoA Thousand Cuts
Joe Dolman,4A5MQi1opEqAcE0yZCmrZw,32.0,"[coventry indie, indie anthem-folk]",Until You Fall in Love,6M6hf8xTPbk868T11JIybl,Until You Fall in Love,1ZDtCnvDsnzFG3EF6AuOsw,17.0,0.627,0.436,3.0,-8.905,1.0,0.0298,0.355,0.0,0.163,0.399,119.892,206000.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Joe DolmanUntil You Fall in Love
East Love,0xGSNh06Su9UthAz4o1cvM,37.0,[indiecoustica],Right Side of the Wrong,0RsFMV6POuGIQ6nZeflLNE,Right Side of the Wrong,34tYFlGafB4ZyCxfNWx65B,26.0,0.737,0.645,2.0,-7.081,1.0,0.0796,0.415,0.0,0.0517,0.694,94.038,175677.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,East LoveRight Side of the Wrong
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation: March 2023,6Ngp5vLfQgZly5bLLihe82,Sara,7cfIVBg9oDn3jxPRfJQo2b,14.0,0.695,0.405,4.0,-12.516,0.0,0.0552,0.822,0.082,0.109,0.64,181.772,174066.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsSara
Wanderland,3w9Pl01FxY78QXeinBuCsF,14.0,[modern indie folk],Songs II,4IKyeYaMo4t55lUAYI051v,Sleepwalker,6DBxRgx4wT381kGH8h29sY,15.0,0.671,0.393,8.0,-11.862,1.0,0.0419,0.699,0.076,0.0938,0.437,89.01,226736.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,WanderlandSleepwalker
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation: March 2023,6Ngp5vLfQgZly5bLLihe82,Clouds (Get Away),52Wee4z70iKmwRVEBM4OWa,14.0,0.787,0.621,9.0,-8.931,1.0,0.0326,0.803,1.65e-05,0.0687,0.604,120.025,215982.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsClouds (Get Away)
Lockton,5y5C9KtxRHH1FazZIYxGcc,17.0,[unknown],Isle I Am,0mm6S4KEQg4CTVNctPoRT5,As I Fall,7uxsteLGoF45ohDR1bWHGG,14.0,0.241,0.326,11.0,-13.153,1.0,0.0374,0.385,0.431,0.19,0.0479,104.518,228181.0,3.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,LocktonAs I Fall
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation: March 2023,6Ngp5vLfQgZly5bLLihe82,Here with Me,3ZxCNdgJPXidF89RO2cj3e,14.0,0.355,0.33,10.0,-12.65,0.0,0.0682,0.827,5.26e-05,0.117,0.283,199.002,226038.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsHere with Me
Liv Gallien,6cXNLrD0mJnUr9SYwcl1jT,6.0,[unknown],Just Kids,1LR6pa9euqm3NZB2Bv51Iu,Just Kids,4JQboADbPTkay1SqWRTKJS,16.0,0.312,0.398,10.0,-10.59,1.0,0.0333,0.802,0.0206,0.344,0.131,132.793,269966.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Liv GallienJust Kids
Rosie H Sullivan,0lVelcY3fGmACzxZGSW3Je,27.0,[unknown],Lights,758YCPdx12u1Mwfv0BXyye,Lights,0bXu0KtV5LaKSQOdBjgQFj,20.0,0.406,0.132,11.0,-14.3,0.0,0.031,0.924,0.00133,0.111,0.19,135.692,223935.0,3.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Rosie H SullivanLights
Hannah Glavor,0SQPk00ou3FquOqGY1wLoM,20.0,[unknown],Find a Light,5pGlBZGq95HPM0CncMPM6x,May You Find a Light,47ghBGrK110m2ChaoOJvXW,15.0,0.571,0.248,0.0,-15.065,1.0,0.037,0.957,0.0255,0.117,0.147,79.534,201375.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Hannah GlavorMay You Find a Light
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie / Pop / Folk Compilation: March 2023,6Ngp5vLfQgZly5bLLihe82,Morning Melody,13xIlRWkPr89JvvE4kH8iY,14.0,0.533,0.358,0.0,-13.148,1.0,0.0308,0.843,0.0183,0.0699,0.334,93.017,208956.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Various ArtistsMorning Melody
Michael Benjamin,2EczmcWYFrGxMwxxjNbc6r,30.0,[swiss pop],This One's for Us,2yi8ErBVBN5Vmzp5TG6Dr3,This One's for Us,28sKHSTUImAfww3rRduJLs,31.0,0.478,0.291,3.0,-14.025,1.0,0.0293,0.798,0.0,0.106,0.65,111.093,144480.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Michael BenjaminThis One's for Us
The Hollow Men,2n1XDJJ6HBSQvn4essanna,31.0,[folk-pop],Said,1Y9bHdouJRJh8oNC4TBlFL,Said,671tojOpqxFkj7fdfLUL9a,31.0,0.418,0.362,3.0,-11.732,1.0,0.0545,0.58,2.33e-05,0.115,0.192,129.505,256174.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,The Hollow MenSaid
Francis Moon,34vKz2ZsiJJiB2W1YMHtCG,30.0,[dutch indie],Two Worlds Apart,10bBVtYfdb8ruN6odTF2pE,Two Worlds Apart,0ju4LUS90Wd7ppiVQoK05K,34.0,0.289,0.354,6.0,-12.49,1.0,0.0359,0.63,0.000916,0.091,0.293,173.9,208000.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Francis MoonTwo Worlds Apart
The Satellite Station,3Cz6z3clgPkPz84faABaDS,42.0,[folk-pop],Slow,0VLuPBkLxjxjZuQnLJyYL5,Slow,1lupNNlEec46jcBnQcQcnG,40.0,0.494,0.293,5.0,-11.591,1.0,0.0333,0.943,0.000139,0.0963,0.214,75.16,216547.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,The Satellite StationSlow
Children of Indigo,0a9kC6aLWS4HKK2X3yzDGK,29.0,"[modern indie folk, ottawa indie]",College Kid,4MpDhyP1ud4Gaoqv1Cz5fq,College Kid,3eg68I8lkIAZFKZw8VJacY,28.0,0.533,0.491,11.0,-9.674,1.0,0.0395,0.212,0.0446,0.168,0.35,78.944,220136.0,4.0,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic),alexrainbirdMusic,Children of IndigoCollege Kid
Jackson Wooten,0y7d3G52a49UExL70y2lkz,30.0,[nashville singer-songwriter],From a Warm Valley,5eEU9cEbcVeR3ltneidPD3,Morning,0xQISVRlAtWi1xnDKzfyBt,23.0,0.458,0.278,11.0,-13.746,1.0,0.0301,0.621,0.0906,0.126,0.32,153.904,253787.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Jackson WootenMorning
Tommy Ashby,7y1RS42LqlRYnpONXTjN3t,41.0,[modern indie folk],Lifeline,0OjLqZphuYUpGPIpj8vMB8,Lifeline,6LM7uEG1luZEexdl56e67k,23.0,0.613,0.297,8.0,-11.699,1.0,0.0373,0.864,0.00167,0.0693,0.318,116.908,239736.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Tommy AshbyLifeline
Leucadia,0pocOEvAFVPdmWwXtvsLYi,31.0,[unknown],Sunshine,4Dj7BZoJUlm2RnE0sDZA1N,Sunshine,5lkPBRu6eUBKPYWxh7g6IN,29.0,0.48,0.639,3.0,-7.416,1.0,0.0294,0.0666,0.00347,0.2,0.385,99.916,228027.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,LeucadiaSunshine
Olive Klug,3SEtmo8E5DJVuGddKYqeiU,48.0,[gen z singer-songwriter],Out of Line,1G6QHRWGHUWqG1yoOKjYQ7,Out of Line,5qtWtxi3eBtxof0bbnbHvl,37.0,0.443,0.639,11.0,-8.082,1.0,0.0747,0.823,5.25e-06,0.325,0.31,73.202,227792.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Olive KlugOut of Line
TheOvertunes,3t4MHnVggiFLOuSSh4odBk,60.0,[indonesian pop],Write Me Another Song,0DKTxLlMO5NZGrAjXZ9C4S,Write Me Another Song,4gjjm1Q1fgHby4einyc0rV,38.0,0.516,0.538,7.0,-9.378,1.0,0.0402,0.522,4.14e-05,0.407,0.245,82.047,248335.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,TheOvertunesWrite Me Another Song
Annika Bennett,6p6WfcngzvbVPbmV9HMb5l,38.0,[nashville singer-songwriter],ROOM (DEMOS),3Qx23YcbMMk88zDgOrjEdz,so much more than me,1HEsijXAN4xNMezWHzwcJQ,24.0,0.43,0.312,6.0,-10.002,1.0,0.0364,0.806,0.0,0.17,0.399,117.457,186864.0,5.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Annika Bennettso much more than me
Toby Johnson,6aWiYkCceJsc6lorPBdvIg,34.0,[indie anthem-folk],Chaos,36fSNv9R76tiq4R21cqqvd,Lost,73rn25ksg8Y2yX566v9nwQ,21.0,0.641,0.741,4.0,-6.865,1.0,0.031,0.252,4.32e-05,0.0866,0.62,80.004,249049.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Toby JohnsonLost
Gabrielle Grace,04I7vAN53FF1W4I3c0kdnS,27.0,[unknown],Draw the Line,1tcfml2TBuvBOJGQWE2lrs,Draw the Line,4yKBochFf24wBnbCo1qW3d,23.0,0.451,0.453,9.0,-11.305,1.0,0.0284,0.801,0.0111,0.107,0.32,79.46,216227.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Gabrielle GraceDraw the Line
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Million,01O7fHewOdqOIOxQksPMKB,18.0,0.237,0.294,11.0,-12.654,1.0,0.0363,0.562,0.00925,0.117,0.191,173.062,212767.0,3.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsMillion
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Holding onto You,4FCauYMUlnmBUAv2mTwUG6,17.0,0.584,0.669,4.0,-8.34,1.0,0.0348,0.501,7.99e-05,0.112,0.622,97.064,198556.0,3.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsHolding onto You
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - July 2022,6APIs9FqkgzJMLoArAsBJS,Dog We Don't Have,634nWZ7dbLHoRWPn2npJZg,17.0,0.728,0.611,11.0,-7.303,1.0,0.0265,0.33,0.0229,0.184,0.64,120.007,209094.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsDog We Don't Have
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Arbors,7MQzeHXh1zlxmXvPDxMH9n,17.0,0.464,0.169,3.0,-12.586,1.0,0.0319,0.954,4.36e-05,0.127,0.218,156.121,270367.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsArbors
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Evergreen,7BpzLSI0F4lf1a0xWAAjL1,17.0,0.563,0.269,0.0,-14.382,1.0,0.0317,0.691,0.0326,0.133,0.223,120.018,274625.0,3.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsEvergreen
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Day Go Down,4pOPWrd7ex4V47MwWWBNNE,17.0,0.644,0.236,9.0,-13.413,1.0,0.0278,0.836,0.0,0.228,0.501,104.896,182997.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsDay Go Down
Tom Harrington,4ZkICEILCKffUUFX9J88CY,14.0,[unknown],Be There Soon,57rvJBX7DstyC3BcEbiOKP,Be There Soon,1flOZ1UiumBgER1eit1vMI,20.0,0.657,0.545,10.0,-12.174,1.0,0.0355,0.658,0.0862,0.154,0.388,118.032,216651.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Tom HarringtonBe There Soon
Lauren Juzang,2HCsMc18MHvpDACmNhbpQ5,22.0,[unknown],Yeehoo!,425NhcK8beUulJGrT4duTL,Yeehoo!,7CturcmN3XAaQhl32n5Pm2,23.0,0.525,0.279,2.0,-12.965,1.0,0.036,0.939,0.0014,0.167,0.345,71.432,208846.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Lauren JuzangYeehoo!
Phoebe Go,4WZlZAyyBNVwoG4Zrh1tfC,30.0,[unknown],Player,3jEG1KuLxlfXCuy2dL71Zx,Birthday,23N20TbPpwWTtplPqHEmdh,21.0,0.443,0.192,9.0,-15.267,1.0,0.0518,0.903,0.0553,0.31,0.216,100.345,193693.0,5.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Phoebe GoBirthday
Oliver Hazard,3F4iXxXxe7iazo3Jnwucng,59.0,"[deep new americana, indie folk, stomp and holler]",Two x Four,4HhNsvP6LfskPjpcaI4eVp,Two x Four,0vHbrON1amYHNHhusJ3xyx,36.0,0.459,0.549,2.0,-8.145,1.0,0.0347,0.522,0.000283,0.128,0.417,84.109,254053.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Oliver HazardTwo x Four
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Checking Up - Ackerman Version,4yTWL9DU2QfZh2YxALpM9p,17.0,0.753,0.47,2.0,-10.202,1.0,0.0341,0.789,0.0192,0.0951,0.776,129.894,164520.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsChecking Up - Ackerman Version
Seánie Bermingham,11SKACGCH6dgAW0RxQPMxK,27.0,[unknown],That Hollow Moon,6LDHYso4mlEutd49rEln9H,The Centre of Everything,674NESEjDBIx9Xrzlouogc,22.0,0.565,0.369,4.0,-12.271,1.0,0.0321,0.701,0.0327,0.086,0.214,90.161,209988.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Seánie BerminghamThe Centre of Everything
Stephen Babcock,2T7RS31mcELNJfm8drXu4o,20.0,[unknown],Monroe,2Ftm7g7Wt5jTZpaZ1c8Syg,Truth of the Matter,4dkq3TuIeL9dkEvVxNJGSO,19.0,0.569,0.332,4.0,-11.265,1.0,0.0264,0.816,0.00627,0.0986,0.34,92.519,220541.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Stephen BabcockTruth of the Matter
Titus Haug,6o4vReQTCjhgC1xdMoF7fC,24.0,[san diego indie],Shaky Sighs,58PabTqxgl7IKs2zlfOIF0,Shaky Sighs,3ls1QY8BfUZDdOeHSIstji,18.0,0.587,0.401,4.0,-9.587,1.0,0.0271,0.754,0.0,0.0965,0.19,123.388,220567.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Titus HaugShaky Sighs
Children of Indigo,0a9kC6aLWS4HKK2X3yzDGK,29.0,"[modern indie folk, ottawa indie]",After All,11OI5CyF7IOiq9LTAX2uK5,After All,0BCc9pCOMD5wGhwIyC043w,31.0,0.565,0.347,9.0,-12.023,1.0,0.0342,0.928,9.7e-05,0.114,0.377,123.801,159943.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Children of IndigoAfter All
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Solitude,4YICs7HpVCtaKjznC0KeYe,16.0,0.733,0.444,7.0,-13.532,1.0,0.0293,0.751,0.121,0.105,0.256,115.03,281240.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsSolitude
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Nobody Told Me,5Kz7sEJOuG1lutZZLNH4br,15.0,0.499,0.379,4.0,-9.69,1.0,0.0374,0.872,0.0,0.281,0.293,126.864,157000.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsNobody Told Me
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - May 2022,5QVmRJblqFI8zQsjYqC4GE,Coming Up,1WmMqhyTZ4kizR4eMoT1LE,16.0,0.637,0.497,0.0,-5.482,1.0,0.026,0.109,7.83e-05,0.0795,0.326,79.014,261097.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsComing Up
Trevor Hall,3RMHexittaAZkf8zukkZB8,62.0,"[acoustic pop, high vibe, neo mellow, south carolina indie]",Hold On (with Gone Gone Beyond),0MuMD4B9QNIapJlfNXMaod,Hold On (with Gone Gone Beyond),1Zt5xYz9Fnsoa5rkbSPJWe,48.0,0.638,0.513,7.0,-10.218,1.0,0.0328,0.809,0.00103,0.134,0.271,77.999,207812.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Trevor HallHold On (with Gone Gone Beyond)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Leave,1cE8iKndpkxdTtNNvXEm13,15.0,0.681,0.294,5.0,-10.721,1.0,0.0275,0.892,0.000732,0.111,0.393,109.92,267755.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsLeave
Michael Barrow & the Tourists,1mhe70fSiQDyc16JVlhBUE,29.0,[utah indie],Clover,1aKUDayJYD8jylsH5BIlej,Time Rolls On,0i1ssYKFz4fB3vt93dwmaa,21.0,0.7,0.403,7.0,-9.877,1.0,0.0261,0.657,3.51e-05,0.094,0.33,121.837,214367.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Michael Barrow & the TouristsTime Rolls On
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Joey,1va0hJlxC6HFDIbwuxnk8X,16.0,0.598,0.559,5.0,-9.606,1.0,0.031,0.648,0.00139,0.166,0.399,125.101,218520.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsJoey
Cayson Renshaw,2hVHQSQmwraIZSyISHOWEf,37.0,[lds youth],All You Need,3T9o35uehDrWizGjB4YO0P,All You Need,1s4eJ0TuGwTXqi5xe19nkq,17.0,0.463,0.492,4.0,-10.885,1.0,0.034,0.388,0.0263,0.116,0.16,73.788,222309.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Cayson RenshawAll You Need
Lillian Blue Makin,69NqHAYlZQ6ueRawGqqINh,22.0,[unknown],PRIMARY LANGUAGE,5ddml0RpV6Bijbtr2Na3BZ,Melancholy Kind O' Romance,65h3T3Pp4107Y9r6sulfnu,15.0,0.503,0.462,4.0,-8.411,1.0,0.0284,0.39,0.00597,0.171,0.185,119.949,271793.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Lillian Blue MakinMelancholy Kind O' Romance
Paul Moody,6FLG88yIgDt5jgvGxB9trN,37.0,[unknown],By Your Side,2zEnP453qm3fOwx8SQK556,No Sorrow,0SlrG6aaA41hwca50fBYbK,17.0,0.695,0.186,6.0,-16.638,1.0,0.0346,0.909,0.117,0.131,0.136,122.062,146365.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Paul MoodyNo Sorrow
Lewis Ross,7H1Mw1I4p9sTGTtbGCj8E3,25.0,[unknown],Talking to Myself,6VdMYhNCaNhmDWyfr6M1Za,Talking to Myself,2whD3oj7ON9aWkqPEqIlpq,16.0,0.561,0.193,6.0,-9.149,1.0,0.0312,0.72,0.00111,0.108,0.175,121.394,210380.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Lewis RossTalking to Myself
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Lady Kisses,0H7TgzQnHp4utmHWgoWTgI,15.0,0.41,0.128,2.0,-17.947,1.0,0.0309,0.848,0.0153,0.335,0.254,143.958,241300.0,3.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsLady Kisses
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,A War We Couldn't Win,7rD2vLV7RfdDs461mN2It0,15.0,0.551,0.218,5.0,-15.941,1.0,0.0397,0.821,0.0142,0.114,0.456,157.651,186480.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsA War We Couldn't Win
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Blind at Last,6cpERrDOt9Y7p1x6Z2AZLL,15.0,0.397,0.25,9.0,-14.097,1.0,0.0368,0.891,0.000377,0.158,0.359,199.871,308767.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsBlind at Last
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0.0,[unknown],Indie/Pop/Folk Compilation - June 2022,7e7iWRTsHZS8SXQuNPnocS,Not What You Think,1QwvJVVbdxBSf04QdlCVC7,15.0,0.67,0.446,11.0,-11.57,1.0,0.0355,0.772,0.0582,0.112,0.474,89.952,202387.0,4.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Various ArtistsNot What You Think
Shoshanna Bohlen,31XyBWUpTIvCfHDvxgAhM3,21.0,[unknown],Messy,0jiZuh6ONTgSpzjfFYE9W4,The Oj Song,1dE2btF7qkib12HdkgZwkh,16.0,0.546,0.163,0.0,-15.298,1.0,0.0309,0.834,0.00835,0.272,0.232,109.561,206000.0,3.0,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day,alexrainbirdMusic,Shoshanna BohlenThe Oj Song
